state,tru_id,age_group_id,population_total,population_male,population_female,main_workers_total,main_workers_male,main_workers_female,marginal_workers_total,marginal_workers_male,marginal_workers_female,marg_3_6mo_total,marg_3_6mo_male,marg_3_6mo_female,marg_less_3mo_total,marg_less_3mo_male,marg_less_3mo_female,non_workers_total,non_workers_male,non_workers_female,seeking_work_total,seeking_work_male,seeking_work_female
26,3,2,12651,6821,5830,340,251,89,4,3,1,96,53,43,36,21,15,12211,6514,5697,79,45,34
26,3,3,14091,9204,4887,5123,4609,514,89,76,13,395,267,128,111,77,34,8484,4252,4232,510,323,187
26,3,4,22369,14529,7840,13088,12086,1002,119,90,29,845,505,340,179,111,68,8317,1848,6469,1072,389,683
26,3,5,22228,13241,8987,13532,12271,1261,108,75,33,825,395,430,156,81,75,7763,500,7263,755,121,634
26,3,6,17541,10635,6906,11384,10112,1272,64,33,31,623,276,347,105,57,48,5470,214,5256,389,51,338
26,3,7,13839,8653,5186,9365,8253,1112,48,23,25,499,214,285,78,36,42,3927,163,3764,213,31,182
26,3,8,14786,9228,5558,9908,8664,1244,59,29,30,599,276,323,82,59,23,4220,259,3961,159,52,107
26,3,9,6515,3691,2824,3756,3235,521,29,13,16,263,122,141,32,16,16,2467,321,2146,59,16,43
26,3,10,3470,1792,1678,1159,1032,127,15,9,6,130,62,68,10,7,3,2166,689,1477,52,21,31
26,3,11,1223,572,651,217,194,23,5,3,2,34,18,16,2,2,0,967,357,610,4,2,2
26,3,12,561,245,316,99,89,10,0,0,0,12,5,7,0,0,0,450,151,299,3,2,1
26,3,13,152,87,65,57,48,9,0,0,0,8,5,3,0,0,0,87,34,53,1,1,0
26,3,14,111369,69181,42188,66156,59230,6926,516,339,177,4049,2055,1994,743,437,306,40648,7557,33091,3157,983,2174
26,3,15,5254,2609,2645,1475,1315,160,20,12,8,176,85,91,12,9,3,3583,1197,2386,59,25,34
27,1,16,112374333,58243056,54131277,43762890,29989314,13773576,836740,387582,449158,4828248,2239979,2588269,2131440,1223288,908152,62946455,25626181,37320274,3006601,1520858,1485743
27,1,1,9820654,5178177,4642477,144895,79254,65641,10486,5379,5107,59081,31016,28065,11422,6160,5262,9606192,5062528,4543664,50750,27059,23691
27,1,2,10734535,5662261,5072274,352021,205007,147014,44186,22131,22055,117263,59601,57662,35461,19722,15739,10221065,5375522,4845543,103853,59419,44434
27,1,3,10627267,5710400,4916867,1961059,1291816,669243,110145,60750,49395,411257,223145,188112,235688,146975,88713,8144806,4134689,4010117,760959,463695,297264
27,1,4,11090966,5845114,5245852,4943198,3373488,1569710,127474,68783,58691,708422,371893,336529,420594,266493,154101,5311872,2030950,3280922,981988,559207,422781
27,1,5,10147113,5272560,4874553,6135190,4302204,1832986,95316,45678,49638,649244,319968,329276,340046,205115,134931,3267363,604710,2662653,485339,216882,268457
27,1,6,8796307,4536297,4260010,5817781,4035244,1782537,73943,31583,42360,548647,245133,303514,258110,143044,115066,2355936,224337,2131599,204228,63858,140370
27,1,7,8247160,4209434,4037726,5619512,3817066,1802446,67447,27140,40307,511621,214875,296746,227479,120007,107472,2048580,150353,1898227,130478,32316,98162
27,1,8,13228543,6861043,6367500,9060110,6230415,2829695,105817,42166,63651,796614,329326,467288,315519,165825,149694,3266002,259136,3006866,133945,37022,96923
27,1,9,8805131,4555120,4250011,5541969,3867306,1674663,77672,30211,47461,502108,207882,294226,158978,83165,75813,2683382,449721,2233661,66635,24503,42132
27,1,10,6720832,3156877,3563955,2922899,1882172,1040727,77215,29686,47529,356358,148274,208084,90790,45161,45629,3364360,1096745,2267615,55907,22258,33649
27,1,11,3205909,1554723,1651186,892071,644074,247997,35473,17869,17604,117874,63049,54825,23812,13795,10017,2160491,829731,1330760,19241,8004,11237
27,1,12,1180194,542109,638085,216314,153376,62938,8805,4813,3992,28701,15433,13268,6313,3669,2644,926374,368487,557887,6587,3088,3499
27,1,13,407696,219312,188384,155871,107892,47979,2761,1393,1368,21058,10384,10674,7228,4157,3071,228006,99643,128363,6691,3547,3144
27,1,14,70942487,36989968,33952519,39078819,26917539,12161280,657814,306311,351503,4127913,1912222,2215691,1956414,1130624,825790,27077941,7853896,19224045,2763572,1397483,1366089
27,1,15,11106935,5253709,5853226,4031284,2679622,1351662,121493,52368,69125,502933,226756,276177,120915,62625,58290,6451225,2294963,4156262,81735,33350,48385
27,2,16,61556074,31539034,30017040,26510066,16188697,10321369,619741,255873,363868,3521064,1442501,2078563,1623400,880503,742897,30905203,13651963,17253240,1424317,742778,681539
27,2,1,5650613,2971867,2678746,95562,51182,44380,8746,4433,4313,27580,14306,13274,5280,2836,2444,5518725,2901946,2616779,27099,14280,12819
27,2,2,6256057,3288156,2967901,244021,131918,112103,39900,19526,20374,73295,35397,37898,23968,12819,11149,5898841,3101315,2797526,56676,31410,25266
27,2,3,5979665,3209224,2770441,1353818,803856,549962,90004,46302,43702,304145,152864,151281,182284,109027,73257,4231698,2206202,2025496,439015,265275,173740
27,2,4,5764844,3018199,2746645,3048594,1855102,1193492,89420,42738,46682,511902,241715,270187,315871,191920,123951,2114928,878644,1236284,461393,272037,189356
27,2,5,5025278,2589352,2435926,3433818,2145897,1287921,63011,25406,37605,454863,195440,259423,250852,143230,107622,1073586,222609,850977,186702,86864,99838
27,2,6,4395201,2218757,2176444,3249590,1977955,1271635,48237,16982,31255,388125,147965,240160,193431,99962,93469,709249,75855,633394,73814,22342,51472
27,2,7,4223357,2111275,2112082,3212002,1913633,1298369,44324,14965,29359,366994,131508,235486,172665,84942,87723,600037,51169,548868,47617,11135,36482
27,2,8,6930697,3532093,3398604,5290037,3209856,2080181,72839,24175,48664,587400,207878,379522,246230,120563,125667,980421,90184,890237,52907,13103,39804
27,2,9,4737084,2383925,2353159,3378696,2090766,1287930,58452,19006,39446,384171,137496,246675,128416,63045,65371,915765,136657,779108,29889,8546,21343
27,2,10,4164255,1890899,2273356,2251816,1350056,901760,64496,22481,42015,291963,111044,180919,75048,35607,39441,1555980,407318,1148662,30620,9927,20693
27,2,11,2075944,1008945,1066999,715946,503717,212229,31033,15073,15960,96618,50296,46322,19659,11186,8473,1232347,439859,792488,12158,4635,7523
27,2,12,729341,339248,390093,150425,101888,48537,7382,3934,3448,20990,10989,10001,4690,2651,2039,550544,222437,328107,3537,1672,1865
27,2,13,205929,108723,97206,85741,52871,32870,1897,852,1045,13018,5603,7415,5006,2715,2291,105273,49397,55876,2890,1552,1338
27,2,14,37056126,19062825,17993301,22966555,13997065,8969490,466287,189574,276713,2997600,1214866,1782734,1489749,812689,677060,10625684,3661320,6964364,1291337,679302,612035
27,2,15,6969540,3239092,3730448,3118187,1955661,1162526,102911,41488,61423,409571,172329,237242,99397,49444,49953,3338871,1069614,2269257,46315,16234,30081
27,3,16,50818259,26704022,24114237,17252824,13800617,3452207,216999,131709,85290,1307184,797478,509706,508040,342785,165255,32041252,11974218,20067034,1582284,778080,804204
27,3,1,4170041,2206310,1963731,49333,28072,21261,1740,946,794,31501,16710,14791,6142,3324,2818,4087467,2160582,1926885,23651,12779,10872
27,3,2,4478478,2374105,2104373,108000,73089,34911,4286,2605,1681,43968,24204,19764,11493,6903,4590,4322224,2274207,2048017,47177,28009,19168
27,3,3,4647602,2501176,2146426,607241,487960,119281,20141,14448,5693,107112,70281,36831,53404,37948,15456,3913108,1928487,1984621,321944,198420,123524
27,3,4,5326122,2826915,2499207,1894604,1518386,376218,38054,26045,12009,196520,130178,66342,104723,74573,30150,3196944,1152306,2044638,520595,287170,233425
27,3,5,5121835,2683208,2438627,2701372,2156307,545065,32305,20272,12033,194381,124528,69853,89194,61885,27309,2193777,382101,1811676,298637,130018,168619
27,3,6,4401106,2317540,2083566,2568191,2057289,510902,25706,14601,11105,160522,97168,63354,64679,43082,21597,1646687,148482,1498205,130414,41516,88898
27,3,7,4023803,2098159,1925644,2407510,1903433,504077,23123,12175,10948,144627,83367,61260,54814,35065,19749,1448543,99184,1349359,82861,21181,61680
27,3,8,6297846,3328950,2968896,3770073,3020559,749514,32978,17991,14987,209214,121448,87766,69289,45262,24027,2285581,168952,2116629,81038,23919,57119
27,3,9,4068047,2171195,1896852,2163273,1776540,386733,19220,11205,8015,117937,70386,47551,30562,20120,10442,1767617,313064,1454553,36746,15957,20789
27,3,10,2556577,1265978,1290599,671083,532116,138967,12719,7205,5514,64395,37230,27165,15742,9554,6188,1808380,689427,1118953,25287,12331,12956
27,3,11,1129965,545778,584187,176125,140357,35768,4440,2796,1644,21256,12753,8503,4153,2609,1544,928144,389872,538272,7083,3369,3714
27,3,12,450853,202861,247992,65889,51488,14401,1423,879,544,7711,4444,3267,1623,1018,605,375830,146050,229780,3050,1416,1634
27,3,13,201767,110589,91178,70130,55021,15109,864,541,323,8040,4781,3259,2222,1442,780,122733,50246,72487,3801,1995,1806
27,3,14,33886361,17927143,15959218,16112264,12920474,3191790,191527,116737,74790,1130313,697356,432957,466665,317935,148730,16452257,4192576,12259681,1472235,718181,754054
27,3,15,4137395,2014617,2122778,913097,723961,189136,18582,10880,7702,93362,54427,38935,21518,13181,8337,3112354,1225349,1887005,35420,17116,18304
28,1,16,84580777,42442146,42138631,33037378,21460081,11577297,838104,346981,491123,5547424,2378533,3168891,2902184,1396653,1505531,45157871,18256551,26901320,3020089,1322236,1697853
28,1,1,7304432,3760398,3544034,75659,41747,33912,8655,4347,4308,69513,35329,34184,18983,9874,9109,7150605,3678975,3471630,41618,21589,20029
28,1,2,8201595,4208884,3992711,329192,172573,156619,41870,20035,21835,148114,70675,77439,61018,29329,31689,7682419,3945601,3736818,90457,46591,43866
28,1,3,8093747,4196307,3897440,1707424,1011341,696083,93853,46329,47524,457925,220935,236990,282745,146338,136407,5834545,2917702,2916843,724912,381328,343584
28,1,4,8132094,4055697,4076397,3469163,2169216,1299947,104817,47777,57040,713437,328553,384884,447907,231599,216308,3844677,1510151,2334526,909405,471602,437803
28,1,5,7799036,3809887,3989149,4610486,2959794,1650692,99257,39425,59832,763755,322062,441693,447495,213477,234018,2325538,488606,1836932,512369,210125,302244
28,1,6,6584371,3300407,3283964,4356520,2847856,1508664,81346,30633,50713,648130,262360,385770,358249,165583,192666,1498375,159558,1338817,208476,57703,150773
28,1,7,6507339,3198512,3308827,4416363,2823639,1592724,80423,29196,51227,642496,248067,394429,345281,153962,191319,1368057,97610,1270447,147110,27444,119666
28,1,8,10056742,5169031,4887711,6867789,4581619,2286170,120350,45644,74706,943657,381793,561864,472588,221680,250908,2124946,159975,1964971,157228,30327,126901
28,1,9,6566984,3213122,3353862,4049320,2690094,1359226,87089,30242,56847,584617,228775,355842,258235,115748,142487,1845958,264011,1581947,94275,23811,70464
28,1,10,5367691,2520124,2847567,2252501,1515119,737382,84354,34141,50213,401952,185884,216068,151747,76822,74925,2628884,784980,1843904,89250,31777,57473
28,1,11,2156347,1060217,1096130,528024,399355,128669,25252,13777,11475,95344,56097,39247,29054,17593,11461,1507727,590988,916739,25082,10741,14341
28,1,12,754203,325987,428216,124001,86247,37754,5056,2715,2341,23853,12255,11598,7270,3750,3520,601293,224770,376523,4949,2053,2896
28,1,13,771431,387686,383745,250936,161481,89455,5782,2720,3062,54631,25748,28883,21612,10898,10714,460082,197737,262345,14958,7145,7813
28,1,14,53740313,26942963,26797350,29477065,19083559,10393506,667135,269246,397889,4754017,1992545,2761472,2612500,1248387,1364113,18842096,5597613,13244483,2753775,1202340,1551435
28,1,15,8278241,3906328,4371913,2904526,2000721,903805,114662,50633,64029,521149,254236,266913,188071,98165,89906,4737904,1600738,3137166,119281,44571,74710
28,2,16,56361702,28243241,28118461,24142968,14585917,9557051,663836,249096,414740,4245503,1663176,2582327,2373727,1081311,1292416,27309395,11745052,15564343,1591038,719975,871063
28,2,1,4976869,2559092,2417777,47666,25138,22528,7685,3812,3873,26396,12911,13485,8744,4420,4324,4895122,2517231,2377891,23760,12210,11550
28,2,2,5565402,2859860,2705542,262278,129480,132798,38471,18046,20425,89867,40113,49754,44475,20326,24149,5174786,2672221,2502565,56459,28576,27883
28,2,3,5334069,2799993,2534076,1383061,785728,597333,80765,38478,42287,348809,160598,188211,229531,115131,114400,3521434,1815189,1706245,424397,223803,200594
28,2,4,5263277,2682670,2580607,2656428,1567337,1089091,82822,34735,48087,542795,232730,310065,354734,175155,179579,1981232,847868,1133364,477661,257631,220030
28,2,5,4995581,2453142,2542439,3314743,1970882,1343861,73661,25067,48594,577811,219112,358699,356184,158743,197441,1029366,238081,791285,234993,102409,132584
28,2,6,4233619,2106915,2126704,3054996,1837920,1217076,59394,18568,40826,494053,178337,315716,292193,126150,166043,625176,72090,553086,92400,26223,66177
28,2,7,4246358,2064444,2181914,3122709,1831399,1291310,58846,17837,41009,496607,170732,325875,285811,119134,166677,568196,44476,523720,65314,12405,52909
28,2,8,6608201,3369415,3238786,4864640,2995855,1868785,89904,28788,61116,738094,268375,469719,398870,176225,222645,915563,76397,839166,76286,14154,62132
28,2,9,4416639,2107612,2309027,2937231,1792775,1144456,69597,20685,48912,470009,165742,304267,224363,95492,128871,939802,128410,811392,54487,11986,42501
28,2,10,3967254,1841042,2126212,1832535,1187706,644829,72925,27746,45179,337054,149105,187949,134241,66287,67954,1724740,476485,1248255,57678,18441,39237
28,2,11,1608059,797543,810516,425511,316493,109018,22086,11788,10298,76882,44726,32156,24923,14970,9953,1083580,424536,659044,18263,7779,10484
28,2,12,532778,234293,298485,87237,58027,29210,4008,2107,1901,15848,7967,7881,5284,2634,2650,425685,166192,259493,2826,1202,1624
28,2,13,401438,201614,199824,153933,87177,66756,3672,1439,2233,31278,12728,18550,14374,6644,7730,212555,100270,112285,6514,3156,3358
28,2,14,35097744,17584191,17513553,21333808,12781896,8551912,514989,184158,330831,3668178,1395626,2272552,2141686,966030,1175656,9580769,3222511,6358258,1425538,648611,776927
28,2,15,6108091,2872878,3235213,2345283,1562226,783057,99019,41641,57378,429784,201798,227986,164448,83891,80557,3234005,1067213,2166792,78767,27422,51345
28,3,16,28219075,14198905,14020170,8894410,6874164,2020246,174268,97885,76383,1301921,715357,586564,528457,315342,213115,17848476,6511499,11336977,1429051,602261,826790
28,3,1,2327563,1201306,1126257,27993,16609,11384,970,535,435,43117,22418,20699,10239,5454,4785,2255483,1161744,1093739,17858,9379,8479
28,3,2,2636193,1349024,1287169,66914,43093,23821,3399,1989,1410,58247,30562,27685,16543,9003,7540,2507633,1273380,1234253,33998,18015,15983
28,3,3,2759678,1396314,1363364,324363,225613,98750,13088,7851,5237,109116,60337,48779,53214,31207,22007,2313111,1102513,1210598,300515,157525,142990
28,3,4,2868817,1373027,1495790,812735,601879,210856,21995,13042,8953,170642,95823,74819,93173,56444,36729,1863445,662283,1201162,431744,213971,217773
28,3,5,2803455,1356745,1446710,1295743,988912,306831,25596,14358,11238,185944,102950,82994,91311,54734,36577,1296172,250525,1045647,277376,107716,169660
28,3,6,2350752,1193492,1157260,1301524,1009936,291588,21952,12065,9887,154077,84023,70054,66056,39433,26623,873199,87468,785731,116076,31480,84596
28,3,7,2260981,1134068,1126913,1293654,992240,301414,21577,11359,10218,145889,77335,68554,59470,34828,24642,799861,53134,746727,81796,15039,66757
28,3,8,3448541,1799616,1648925,2003149,1585764,417385,30446,16856,13590,205563,113418,92145,73718,45455,28263,1209383,83578,1125805,80942,16173,64769
28,3,9,2150345,1105510,1044835,1112089,897319,214770,17492,9557,7935,114608,63033,51575,33872,20256,13616,906156,135601,770555,39788,11825,27963
28,3,10,1400437,679082,721355,419966,327413,92553,11429,6395,5034,64898,36779,28119,17506,10535,6971,904144,308495,595649,31572,13336,18236
28,3,11,548288,262674,285614,102513,82862,19651,3166,1989,1177,18462,11371,7091,4131,2623,1508,424147,166452,257695,6819,2962,3857
28,3,12,221425,91694,129731,36764,28220,8544,1048,608,440,8005,4288,3717,1986,1116,870,175608,58578,117030,2123,851,1272
28,3,13,369993,186072,183921,97003,74304,22699,2110,1281,829,23353,13020,10333,7238,4254,2984,247527,97467,150060,8444,3989,4455
28,3,14,18642569,9358772,9283797,8143257,6301663,1841594,152146,85088,67058,1085839,596919,488920,470814,282357,188457,9261327,2375102,6886225,1328237,553729,774508
28,3,15,2170150,1033450,1136700,559243,438495,120748,15643,8992,6651,91365,52438,38927,23623,14274,9349,1503899,533525,970374,40514,17149,23365
29,1,16,61095297,30966657,30128640,23397181,16349837,7047344,543769,252185,291584,3931647,1668094,2263553,1104284,603015,501269,33222700,12696541,20526159,1665817,711124,954693
29,1,1,5241509,2696670,2544839,49753,27219,22534,6422,3336,3086,37876,19249,18627,7394,3808,3586,5147458,2646866,2500592,27916,14595,13321
29,1,2,5736646,2955287,2781359,199679,117773,81906,28891,15079,13812,98724,48221,50503,24476,12804,11672,5409352,2774214,2635138,56736,30068,26668
29,1,3,5827277,3042048,2785229,1293180,877839,415341,72819,41050,31769,377975,196613,181362,146335,87306,59029,4083303,1926546,2156757,439025,234359,204666
29,1,4,6052558,3109586,2942972,2715409,1908990,806419,81901,43949,37952,567905,283417,284488,229260,140208,89052,2687343,873230,1814113,529754,256134,273620
29,1,5,5771606,2879254,2892352,3332924,2328310,1004614,69340,32878,36462,560811,249021,311790,191188,108733,82455,1808531,269045,1539486,274815,96022,178793
29,1,6,4698380,2389594,2308786,2985310,2083678,901632,52137,22697,29440,444268,179906,264362,125454,66463,58991,1216665,103313,1113352,107316,27718,79598
29,1,7,4695451,2319088,2376363,3064324,2063873,1000451,51775,20614,31161,452942,163883,289059,114591,55572,59019,1126410,70718,1055692,76411,14383,62028
29,1,8,7346494,3782601,3563893,4845113,3385015,1460098,76255,30860,45395,670597,244957,425640,145731,70819,74912,1754529,121769,1632760,74185,14430,59755
29,1,9,4841774,2438023,2403751,2914544,2090149,824395,49185,18071,31114,396713,142836,253877,70679,32424,38255,1481332,186967,1294365,37739,8493,29246
29,1,10,3580171,1718317,1861854,1483073,1073050,410023,37857,15110,22747,238832,96833,141999,37219,18172,19047,1820409,533324,1287085,29971,10460,19511
29,1,11,1585551,760253,825298,401866,311435,90431,13314,6537,6777,64810,33117,31693,8651,4858,3793,1105561,409164,696397,8833,3224,5609
29,1,12,625310,268502,356808,100268,74316,25952,3603,1866,1737,17558,8711,8847,2742,1522,1220,503881,183609,320272,2560,946,1614
29,1,13,45851,25410,20441,11738,8190,3548,270,138,132,2636,1330,1306,564,326,238,31207,15752,15455,556,292,264
29,1,14,39233540,19960194,19273346,21150804,14737854,6412950,453412,210119,243293,3471211,1460633,2010578,1023238,561525,461713,14158113,3551588,10606525,1539245,651539,887706
29,1,15,5791032,2747072,3043960,1985207,1458801,526406,54774,23513,31261,321200,138661,182539,48612,24552,24060,3429851,1126097,2303754,41364,14630,26734
29,2,16,37469335,18929354,18539981,15060905,10003021,5057884,404777,168033,236744,3036548,1140372,1896176,838436,433593,404843,18967105,7617928,11349177,868368,383881,484487
29,2,1,3309619,1700617,1609002,30363,16414,13949,5832,3023,2809,15011,7465,7546,3061,1544,1517,3258413,1673715,1584698,15202,7908,7294
29,2,2,3662475,1889725,1772750,144093,81119,62974,26290,13472,12818,66011,30861,35150,17119,8674,8445,3426081,1764273,1661808,34379,17931,16448
29,2,3,3658264,1933809,1724455,930074,614439,315635,58444,30999,27445,299514,148794,150720,115806,67638,48168,2370232,1139577,1230655,265009,140539,124470
29,2,4,3549425,1849584,1699841,1751991,1194073,557918,59387,28917,30470,437699,202237,235462,174024,103874,70150,1300348,424357,875991,274277,134870,139407
29,2,5,3283508,1645487,1638021,2001027,1334138,666889,48431,20113,28318,425190,167055,258135,141775,76762,65013,808860,124181,684679,123708,46025,77683
29,2,6,2657749,1332397,1325352,1764662,1154224,610438,35643,13047,22596,335887,115728,220159,92574,45352,47222,521557,49398,472159,46102,12873,33229
29,2,7,2770958,1337639,1433319,1889873,1183820,706053,35656,11787,23869,350080,106111,243969,86600,38173,48427,495349,35921,459428,33129,6893,26236
29,2,8,4486031,2287245,2198786,3113535,2045271,1068264,53678,17850,35828,527659,162259,365400,112579,49577,63002,791159,61865,729294,35073,6616,28457
29,2,9,2988913,1480869,1508044,1915079,1289223,625856,36837,11237,25600,317180,96138,221042,55948,23283,32665,719817,84271,635546,18918,3443,15475
29,2,10,2391737,1134138,1257599,1132915,796548,336367,30352,10854,19498,196354,72026,124328,29983,13860,16123,1032116,254710,777406,15172,4202,10970
29,2,11,1086369,518600,567769,313076,240006,73070,11152,5198,5954,51821,25113,26708,6778,3689,3089,710320,248283,462037,5518,1836,3682
29,2,12,418963,179395,239568,67754,49412,18342,2889,1452,1437,12616,5902,6714,1867,991,876,335704,122629,213075,1502,545,957
29,2,13,25829,13953,11876,6463,4334,2129,186,84,102,1526,683,843,322,176,146,17654,8852,8802,379,200,179
29,2,14,23394848,11867030,11527818,13366241,8815188,4551053,328076,133950,194126,2693209,998322,1694887,779306,404659,374647,7007322,1919570,5087752,796216,351259,444957
29,2,15,3897069,1832133,2064936,1513745,1085966,427779,44393,17504,26889,260791,103041,157750,38628,18540,20088,2078140,625622,1452518,22192,6583,15609
29,3,16,23625962,12037303,11588659,8336276,6346816,1989460,138992,84152,54840,895099,527722,367377,265848,169422,96426,14255595,5078613,9176982,797449,327243,470206
29,3,1,1931890,996053,935837,19390,10805,8585,590,313,277,22865,11784,11081,4333,2264,2069,1889045,973151,915894,12714,6687,6027
29,3,2,2074171,1065562,1008609,55586,36654,18932,2601,1607,994,32713,17360,15353,7357,4130,3227,1983271,1009941,973330,22357,12137,10220
29,3,3,2169013,1108239,1060774,363106,263400,99706,14375,10051,4324,78461,47819,30642,30529,19668,10861,1713071,786969,926102,174016,93820,80196
29,3,4,2503133,1260002,1243131,963418,714917,248501,22514,15032,7482,130206,81180,49026,55236,36334,18902,1386995,448873,938122,255477,121264,134213
29,3,5,2488098,1233767,1254331,1331897,994172,337725,20909,12765,8144,135621,81966,53655,49413,31971,17442,999671,144864,854807,151107,49997,101110
29,3,6,2040631,1057197,983434,1220648,929454,291194,16494,9650,6844,108381,64178,44203,32880,21111,11769,695108,53915,641193,61214,14845,46369
29,3,7,1924493,981449,943044,1174451,880053,294398,16119,8827,7292,102862,57772,45090,27991,17399,10592,631061,34797,596264,43282,7490,35792
29,3,8,2860463,1495356,1365107,1731578,1339744,391834,22577,13010,9567,142938,82698,60240,33152,21242,11910,963370,59904,903466,39112,7814,31298
29,3,9,1852861,957154,895707,999465,800926,198539,12348,6834,5514,79533,46698,32835,14731,9141,5590,761515,102696,658819,18821,5050,13771
29,3,10,1188434,584179,604255,350158,276502,73656,7505,4256,3249,42478,24807,17671,7236,4312,2924,788293,278614,509679,14799,6258,8541
29,3,11,499182,241653,257529,88790,71429,17361,2162,1339,823,12989,8004,4985,1873,1169,704,395241,160881,234360,3315,1388,1927
29,3,12,206347,89107,117240,32514,24904,7610,714,414,300,4942,2809,2133,875,531,344,168177,60980,107197,1058,401,657
29,3,13,20022,11457,8565,5275,3856,1419,84,54,30,1110,647,463,242,150,92,13553,6900,6653,177,92,85
29,3,14,15838692,8093164,7745528,7784563,5922666,1861897,125336,76169,49167,778002,462311,315691,243932,156866,87066,7150791,1632018,5518773,743029,300280,442749
29,3,15,1893963,914939,979024,471462,372835,98627,10381,6009,4372,60409,35620,24789,9984,6012,3972,1351711,500475,851236,19172,8047,11125
30,1,16,1458545,739140,719405,476053,356967,119086,20349,12266,8083,80846,50303,30543,45598,28842,16756,881297,319604,561693,117306,42475,74831
30,1,1,105968,54672,51296,3086,1610,1476,34,19,15,1175,582,593,504,244,260,101673,52461,49212,1586,824,762
30,1,2,110989,57417,53572,3834,2153,1681,153,83,70,1727,904,823,810,440,370,105275,54277,50998,3152,1619,1533
30,1,3,113875,60075,53800,14638,10178,4460,1230,808,422,4695,2718,1977,3355,1885,1470,93312,46371,46941,20022,10029,9993
30,1,4,130745,70616,60129,52450,37391,15059,2818,1866,952,10980,6866,4114,8424,5226,3198,64497,24493,40004,27709,12316,15393
30,1,5,132626,67744,64882,67139,48653,18486,2626,1698,928,11431,7236,4195,8098,5145,2953,51430,10157,41273,19947,6126,13821
30,1,6,125859,63471,62388,64748,49416,15332,2289,1398,891,10043,6525,3518,6372,4164,2208,48779,6132,42647,14636,3440,11196
30,1,7,126298,63541,62757,65881,51036,14845,2430,1390,1040,9999,6235,3764,6052,3876,2176,47988,4880,43108,11927,2400,9527
30,1,8,203248,103371,99877,108524,83224,25300,4090,2300,1790,15488,9643,5845,7670,4981,2689,75146,8204,66942,11560,2901,8659
30,1,9,142145,70803,71342,67339,51890,15449,2587,1453,1134,9300,5749,3551,2961,2011,950,62919,11711,51208,4288,1684,2604
30,1,10,102123,48105,54018,20833,15964,4869,1592,939,653,4440,2855,1585,1043,682,361,75258,28347,46911,1866,872,994
30,1,11,45591,20118,25473,5311,3919,1392,395,244,151,1127,727,400,187,116,71,38758,15228,23530,379,173,206
30,1,12,15781,6092,9689,1536,1034,502,77,52,25,299,173,126,59,35,24,13869,4833,9036,166,60,106
30,1,13,2094,1098,996,734,499,235,28,16,12,142,90,52,63,37,26,1190,493,697,68,31,37
30,1,14,974796,499621,475175,440719,331788,108931,18070,10913,7157,71936,44972,26964,42932,27288,15644,444071,111948,332123,110089,38896,71193
30,1,15,163495,74315,89180,27680,20917,6763,2064,1235,829,5866,3755,2111,1289,833,456,127885,48408,79477,2411,1105,1306
30,2,16,551731,275436,276295,164519,122042,42477,12060,6824,5236,38957,24120,14837,24452,15622,8830,336195,122450,213745,52435,18753,33682
30,2,1,39364,20165,19199,1145,586,559,16,8,8,237,116,121,96,42,54,37966,19455,18511,577,290,287
30,2,2,41666,21304,20362,1379,737,642,94,45,49,498,250,248,253,129,124,39695,20272,19423,1227,610,617
30,2,3,42371,22000,20371,4743,2960,1783,681,411,270,1875,1023,852,1570,842,728,35072,17606,17466,8989,4442,4547
30,2,4,47290,24590,22700,17186,11414,5772,1481,891,590,5009,3047,1962,4376,2672,1704,23614,9238,14376,12064,5253,6811
30,2,5,49917,25250,24667,23497,16748,6749,1437,864,573,5442,3448,1994,4338,2796,1542,19541,4190,15351,8966,2763,6203
30,2,6,48264,24210,24054,23005,17606,5399,1366,768,598,4928,3171,1757,3499,2313,1186,18965,2665,16300,6777,1649,5128
30,2,7,48386,24268,24118,23395,18163,5232,1446,775,671,5072,3156,1916,3481,2261,1220,18473,2174,16299,5411,1176,4235
30,2,8,75989,38356,37633,36995,28633,8362,2596,1394,1202,7932,4882,3050,4469,2931,1538,28466,3447,25019,5223,1320,3903
30,2,9,53940,26291,27649,22753,17572,5181,1658,897,761,4732,2913,1819,1667,1155,512,24797,4909,19888,2083,758,1325
30,2,10,41186,18907,22279,7717,5737,1980,984,584,400,2453,1597,856,562,391,171,30032,10989,19043,857,384,473
30,2,11,18269,7766,10503,1820,1312,508,231,144,87,586,397,189,93,61,32,15632,5913,9719,172,75,97
30,2,12,6332,2413,3919,529,350,179,52,34,18,135,83,52,20,11,9,5616,1946,3670,66,25,41
30,2,13,918,484,434,355,224,131,18,9,9,58,37,21,28,18,10,487,214,273,23,8,15
30,2,14,366157,184965,181192,151574,113096,38478,10665,6000,4665,34990,21640,13350,23400,14970,8430,168928,44229,124699,49513,17361,32152
30,2,15,65787,29086,36701,10066,7399,2667,1267,762,505,3174,2077,1097,675,463,212,51280,18848,32432,1095,484,611
30,3,16,906814,463704,443110,311534,234925,76609,8289,5442,2847,41889,26183,15706,21146,13220,7926,545102,197154,347948,64871,23722,41149
30,3,1,66604,34507,32097,1941,1024,917,18,11,7,938,466,472,408,202,206,63707,33006,30701,1009,534,475
30,3,2,69323,36113,33210,2455,1416,1039,59,38,21,1229,654,575,557,311,246,65580,34005,31575,1925,1009,916
30,3,3,71504,38075,33429,9895,7218,2677,549,397,152,2820,1695,1125,1785,1043,742,58240,28765,29475,11033,5587,5446
